site,latitude,longitude,variety,Date,ChillState,AntiChillState,ForcingState,DormancyCompletion,CycleCompletion,BBCHCode,BBCHPhase,BBCHRef
ColliOrientali,44,11,Merlot,2/10/2015 12:00:00 AM,-118.618355,1.043184,0,50.62118,0,0,0,
ColliOrientali,44,11,Merlot,2/11/2015 12:00:00 AM,-117.256905,1.3614538,0,51.18793,0,0,0,
ColliOrientali,44,11,Merlot,2/12/2015 12:00:00 AM,-116.634995,0.6219089,0,51.446823,0,0,0,
ColliOrientali,44,11,Merlot,2/13/2015 12:00:00 AM,-116.49723,0.13776085,0,51.50417,0,0,0,
ColliOrientali,44,11,Merlot,2/14/2015 12:00:00 AM,-115.85584,0.64138573,0,51.77117,0,0,0,
ColliOrientali,44,11,Merlot,2/15/2015 12:00:00 AM,-114.41923,1.4366177,0,52.369205,0,0,0,
ColliOrientali,44,11,Merlot,2/16/2015 12:00:00 AM,-112.1792,2.2400272,0,53.301697,0,0,0,
ColliOrientali,44,11,Merlot,2/17/2015 12:00:00 AM,-110.24988,1.929324,0,54.10484,0,0,0,
ColliOrientali,44,11,Merlot,2/18/2015 12:00:00 AM,-109.04852,1.2013556,0,54.604942,0,0,0,
ColliOrientali,44,11,Merlot,2/19/2015 12:00:00 AM,-108.08461,0.9639157,0,55.006203,0,0,0,
ColliOrientali,44,11,Merlot,2/20/2015 12:00:00 AM,-107.430214,0.6543943,0,55.278618,0,0,0,
ColliOrientali,44,11,Merlot,2/21/2015 12:00:00 AM,-106.53844,0.89178,0,55.649845,0,0,0,
ColliOrientali,44,11,Merlot,2/22/2015 12:00:00 AM,-104.16362,2.3748183,0,56.638443,0,0,0,
ColliOrientali,44,11,Merlot,2/23/2015 12:00:00 AM,-101.164795,2.9988286,0,57.886803,0,0,0,
ColliOrientali,44,11,Merlot,2/24/2015 12:00:00 AM,-99.23644,1.9283513,0,58.689545,0,0,0,
ColliOrientali,44,11,Merlot,2/25/2015 12:00:00 AM,-96.252205,2.984237,0,59.93183,0,0,0,
ColliOrientali,44,11,Merlot,2/26/2015 12:00:00 AM,-93.06311,3.1890948,0,61.2594,0,0,0,
ColliOrientali,44,11,Merlot,2/27/2015 12:00:00 AM,-90.70288,2.3602285,0,62.241924,0,0,0,
ColliOrientali,44,11,Merlot,2/28/2015 12:00:00 AM,-87.72788,2.9749975,0,63.480366,0,0,0,
ColliOrientali,44,11,Merlot,3/1/2015 12:00:00 AM,-85.291916,2.4359694,0,64.494415,0,0,0,
ColliOrientali,44,11,Merlot,3/2/2015 12:00:00 AM,-82.509995,2.781919,0,65.65248,0,0,0,
ColliOrientali,44,11,Merlot,3/3/2015 12:00:00 AM,-79.584045,2.9259524,0,66.87051,0,0,0,
ColliOrientali,44,11,Merlot,3/4/2015 12:00:00 AM,-77.06017,2.5238702,0,67.92116,0,0,0,
ColliOrientali,44,11,Merlot,3/5/2015 12:00:00 AM,-73.50566,3.5545084,0,69.40083,0,0,0,
ColliOrientali,44,11,Merlot,3/6/2015 12:00:00 AM,-71.20423,2.3014276,0,70.35888,0,0,0,
ColliOrientali,44,11,Merlot,3/7/2015 12:00:00 AM,-68.90389,2.3003383,0,71.31647,0,0,0,
ColliOrientali,44,11,Merlot,3/8/2015 12:00:00 AM,-66.028786,2.8751051,0,72.513336,0,0,0,
ColliOrientali,44,11,Merlot,3/9/2015 12:00:00 AM,-63.9587,2.0700881,0,73.37508,0,0,0,
ColliOrientali,44,11,Merlot,3/10/2015 12:00:00 AM,-61.128647,2.8300524,0,74.55318,0,0,0,
ColliOrientali,44,11,Merlot,3/11/2015 12:00:00 AM,-57.209908,3.9187386,0,76.18448,0,0,0,
ColliOrientali,44,11,Merlot,3/12/2015 12:00:00 AM,-53.683136,3.5267723,0,77.65262,0,0,0,
ColliOrientali,44,11,Merlot,3/13/2015 12:00:00 AM,-51.106693,2.5764437,0,78.72514,0,0,0,
ColliOrientali,44,11,Merlot,3/14/2015 12:00:00 AM,-48.786114,2.3205786,0,79.69116,0,0,0,
ColliOrientali,44,11,Merlot,3/15/2015 12:00:00 AM,-46.097843,2.68827,0,80.81024,0,0,0,
ColliOrientali,44,11,Merlot,3/16/2015 12:00:00 AM,-44.187252,1.910591,0,81.60559,0,0,0,
ColliOrientali,44,11,Merlot,3/17/2015 12:00:00 AM,-40.39784,3.789415,0,83.18306,0,0,0,
ColliOrientali,44,11,Merlot,3/18/2015 12:00:00 AM,-36.68885,3.708987,0,84.72705,0,0,0,
ColliOrientali,44,11,Merlot,3/19/2015 12:00:00 AM,-32.504555,4.1842957,0,86.4689,0,0,0,
ColliOrientali,44,11,Merlot,3/20/2015 12:00:00 AM,-29.191877,3.3126767,0,87.847916,0,0,0,
ColliOrientali,44,11,Merlot,3/21/2015 12:00:00 AM,-26.175919,3.0159593,0,89.10341,0,0,0,
ColliOrientali,44,11,Merlot,3/22/2015 12:00:00 AM,-22.101135,4.074783,0,90.79967,0,0,0,
ColliOrientali,44,11,Merlot,3/23/2015 12:00:00 AM,-18.089893,4.0112424,0,92.46948,0,0,0,
ColliOrientali,44,11,Merlot,3/24/2015 12:00:00 AM,-13.8605175,4.229376,0,94.2301,0,0,0,
ColliOrientali,44,11,Merlot,3/25/2015 12:00:00 AM,-9.825735,4.034783,0,95.90971,0,0,0,
ColliOrientali,44,11,Merlot,3/26/2015 12:00:00 AM,-3.410953,6.414782,0,98.58008,0,0,0,
ColliOrientali,44,11,Merlot,3/27/2015 12:00:00 AM,0,5.6097827,0.3054831,100,0.015074519,0,0,
ColliOrientali,44,11,Merlot,3/28/2015 12:00:00 AM,0,6.036444,9.5863905,100,0.47305474,0,0,
ColliOrientali,44,11,Merlot,3/29/2015 12:00:00 AM,0,5.1013513,18.038593,100,0.89014137,0,0,
ColliOrientali,44,11,Merlot,3/30/2015 12:00:00 AM,0,8.184782,29.113663,100,1.4366572,5.305362,5,
ColliOrientali,44,11,Merlot,3/31/2015 12:00:00 AM,0,7.654783,39.733498,100,1.9607087,5.634312,6,
ColliOrientali,44,11,Merlot,4/1/2015 12:00:00 AM,0,6.6347823,49.945988,100,2.4646592,5.9506445,6,
ColliOrientali,44,11,Merlot,4/2/2015 12:00:00 AM,0,5.1622787,58.18689,100,2.8713188,6.205907,6,
ColliOrientali,44,11,Merlot,4/3/2015 12:00:00 AM,0,4.5411015,66.403984,100,3.2768037,6.4604316,6,
ColliOrientali,44,11,Merlot,4/4/2015 12:00:00 AM,0,2.7631822,72.877266,100,3.5962377,6.660942,7,
ColliOrientali,44,11,Merlot,4/5/2015 12:00:00 AM,0,2.7214658,79.03166,100,3.8999352,6.851575,7,
ColliOrientali,44,11,Merlot,4/6/2015 12:00:00 AM,0,3.508113,85.840744,100,4.2359395,7.062486,7,
ColliOrientali,44,11,Merlot,4/7/2015 12:00:00 AM,0,4.44384,93.3992,100,4.608923,7.29661,7,
ColliOrientali,44,11,Merlot,4/8/2015 12:00:00 AM,0,5.051967,101.27449,100,4.997541,7.5405474,8,
ColliOrientali,44,11,Merlot,4/9/2015 12:00:00 AM,0,5.3330784,109.58682,100,5.4077253,7.7980223,8,
ColliOrientali,44,11,Merlot,4/10/2015 12:00:00 AM,0,6.3216968,118.68032,100,5.8564577,8.14456,8,
ColliOrientali,44,11,Merlot,4/11/2015 12:00:00 AM,0,7.7756834,129.07335,100,6.3693175,8.728513,9,
ColliOrientali,44,11,Merlot,4/12/2015 12:00:00 AM,0,9.4547825,140.25874,100,6.921277,9.356985,9,
ColliOrientali,44,11,Merlot,4/13/2015 12:00:00 AM,0,10.299782,151.57115,100,7.4795046,9.992595,10,
ColliOrientali,44,11,Merlot,4/14/2015 12:00:00 AM,0,10.759783,164.36302,100,8.110739,10.71133,11,
ColliOrientali,44,11,Merlot,4/15/2015 12:00:00 AM,0,10.194782,176.58646,100,8.7139225,11.398128,11,
ColliOrientali,44,11,Merlot,4/16/2015 12:00:00 AM,0,10.174782,188.80551,100,9.31689,12.084679,12,
ColliOrientali,44,11,Merlot,4/17/2015 12:00:00 AM,0,8.599783,201.65187,100,9.950813,12.806476,13,
ColliOrientali,44,11,Merlot,4/18/2015 12:00:00 AM,0,7.2297826,212.85376,100,10.503587,13.435876,13,
ColliOrientali,44,11,Merlot,4/19/2015 12:00:00 AM,0,4.800313,220.87592,100,10.899452,13.886616,14,
ColliOrientali,44,11,Merlot,4/20/2015 12:00:00 AM,0,6.292711,229.44138,100,11.322127,14.367883,14,
ColliOrientali,44,11,Merlot,4/21/2015 12:00:00 AM,0,8.969782,240.36174,100,11.86101,14.981465,15,
ColliOrientali,44,11,Merlot,4/22/2015 12:00:00 AM,0,11.124781,252.51863,100,12.460909,16.403933,16,
ColliOrientali,44,11,Merlot,4/23/2015 12:00:00 AM,0,10.679781,264.82745,100,13.068306,17.865059,18,8
ColliOrientali,44,11,Merlot,4/24/2015 12:00:00 AM,0,8.389782,276.7175,100,13.655038,19.276474,19,
ColliOrientali,44,11,Merlot,4/25/2015 12:00:00 AM,0,8.1647835,288.49008,100,14.235973,20.673943,21,
ColliOrientali,44,11,Merlot,4/26/2015 12:00:00 AM,0,9.534782,301.5433,100,14.880104,22.223433,22,
ColliOrientali,44,11,Merlot,4/27/2015 12:00:00 AM,0,8.314783,314.3409,100,15.511621,23.742579,24,
ColliOrientali,44,11,Merlot,4/28/2015 12:00:00 AM,0,9.284782,327.3042,100,16.151316,25.281393,25,
ColliOrientali,44,11,Merlot,4/29/2015 12:00:00 AM,0,8.264782,339.45844,100,16.751083,26.724169,27,
ColliOrientali,44,11,Merlot,4/30/2015 12:00:00 AM,0,7.9247823,351.5491,100,17.347715,28.1594,28,
ColliOrientali,44,11,Merlot,5/1/2015 12:00:00 AM,0,8.304783,363.75925,100,17.950243,29.608809,30,
ColliOrientali,44,11,Merlot,5/2/2015 12:00:00 AM,0,10.779781,377.26776,100,18.616842,31.212343,31,
ColliOrientali,44,11,Merlot,5/3/2015 12:00:00 AM,0,10.984781,391.3939,100,19.313917,32.889194,33,
ColliOrientali,44,11,Merlot,5/4/2015 12:00:00 AM,0,12.484781,405.5699,100,20.01345,34.571964,35,
ColliOrientali,44,11,Merlot,5/5/2015 12:00:00 AM,0,12.224783,419.52832,100,20.702251,36.228905,36,
ColliOrientali,44,11,Merlot,5/6/2015 12:00:00 AM,0,12.854782,433.4461,100,21.389046,37.881027,38,
ColliOrientali,44,11,Merlot,5/7/2015 12:00:00 AM,0,12.974783,447.10483,100,22.063055,39.502396,40,
ColliOrientali,44,11,Merlot,5/8/2015 12:00:00 AM,0,13.434782,460.6231,100,22.730135,41.107086,41,
ColliOrientali,44,11,Merlot,5/9/2015 12:00:00 AM,0,13.864782,473.7392,100,23.377367,42.66404,43,
ColliOrientali,44,11,Merlot,5/10/2015 12:00:00 AM,0,13.674782,487.01837,100,24.03265,44.24035,44,
ColliOrientali,44,11,Merlot,5/11/2015 12:00:00 AM,0,12.694782,500.02545,100,24.674501,45.784367,46,
ColliOrientali,44,11,Merlot,5/12/2015 12:00:00 AM,0,12.719782,513.87195,100,25.35778,47.428017,47,
ColliOrientali,44,11,Merlot,5/13/2015 12:00:00 AM,0,13.529781,527.391,100,26.024897,49.032806,49,
ColliOrientali,44,11,Merlot,5/14/2015 12:00:00 AM,0,15.059782,540.8498,100,26.689041,50.63044,51,
ColliOrientali,44,11,Merlot,5/15/2015 12:00:00 AM,0,13.56978,555.3895,100,27.406525,52.356388,52,
ColliOrientali,44,11,Merlot,5/16/2015 12:00:00 AM,0,14.979782,569.36163,100,28.095999,54.014946,54,
ColliOrientali,44,11,Merlot,5/17/2015 12:00:00 AM,0,15.634781,582.79614,100,28.758945,55.243374,55,
ColliOrientali,44,11,Merlot,5/18/2015 12:00:00 AM,0,14.599783,596.49194,100,29.434786,55.89233,56,
ColliOrientali,44,11,Merlot,5/19/2015 12:00:00 AM,0,14.789782,609.8611,100,30.094507,56.525806,57,
ColliOrientali,44,11,Merlot,5/20/2015 12:00:00 AM,0,11.2047825,623.6308,100,30.773994,57.178265,57,
ColliOrientali,44,11,Merlot,5/21/2015 12:00:00 AM,0,8.844782,636.36365,100,31.402313,57.781593,58,
ColliOrientali,44,11,Merlot,5/22/2015 12:00:00 AM,0,8.014782,648.91077,100,32.021473,58.37612,58,
ColliOrientali,44,11,Merlot,5/23/2015 12:00:00 AM,0,9.149782,662.0621,100,32.67044,58.999275,59,
ColliOrientali,44,11,Merlot,5/24/2015 12:00:00 AM,0,11.544783,675.53265,100,33.335167,59.63756,60,
ColliOrientali,44,11,Merlot,5/25/2015 12:00:00 AM,0,11.804783,688.79407,100,33.98957,60.265938,60,
ColliOrientali,44,11,Merlot,5/26/2015 12:00:00 AM,0,12.2047825,702.6274,100,34.6722,60.92141,61,
ColliOrientali,44,11,Merlot,5/27/2015 12:00:00 AM,0,11.539782,715.99164,100,35.331676,61.554653,62,
ColliOrientali,44,11,Merlot,5/28/2015 12:00:00 AM,0,10.459782,728.8617,100,35.96677,62.164482,62,
ColliOrientali,44,11,Merlot,5/29/2015 12:00:00 AM,0,11.104782,742.20776,100,36.62535,62.796867,63,
ColliOrientali,44,11,Merlot,5/30/2015 12:00:00 AM,0,13.139782,755.68475,100,37.29039,64.42608,64,
ColliOrientali,44,11,Merlot,5/31/2015 12:00:00 AM,0,13.489782,769.945,100,37.994087,64.4656,64,65
ColliOrientali,44,11,Merlot,6/1/2015 12:00:00 AM,0,14.584782,783.54034,100,38.66497,64.50328,65,
ColliOrientali,44,11,Merlot,6/2/2015 12:00:00 AM,0,16.314783,796.30286,100,39.294754,64.53865,65,
ColliOrientali,44,11,Merlot,6/3/2015 12:00:00 AM,0,17.119781,808.9361,100,39.91816,64.57366,65,
ColliOrientali,44,11,Merlot,6/4/2015 12:00:00 AM,0,19.079782,820.1659,100,40.47231,64.60478,65,
ColliOrientali,44,11,Merlot,6/5/2015 12:00:00 AM,0,19.49978,831.10846,100,41.012287,64.63511,65,
ColliOrientali,44,11,Merlot,6/6/2015 12:00:00 AM,0,19.164782,842.47754,100,41.573315,64.66662,65,
ColliOrientali,44,11,Merlot,6/7/2015 12:00:00 AM,0,18.574781,854.04364,100,42.14406,64.69868,65,
ColliOrientali,44,11,Merlot,6/8/2015 12:00:00 AM,0,18.204782,866.0856,100,42.738285,64.73205,65,
ColliOrientali,44,11,Merlot,6/9/2015 12:00:00 AM,0,18.689783,877.6723,100,43.31005,64.76416,65,
ColliOrientali,44,11,Merlot,6/10/2015 12:00:00 AM,0,17.124783,890.4319,100,43.939693,64.79952,65,
ColliOrientali,44,11,Merlot,6/11/2015 12:00:00 AM,0,17.599783,902.8276,100,44.551376,64.83388,65,
ColliOrientali,44,11,Merlot,6/12/2015 12:00:00 AM,0,17.829782,915.4242,100,45.172974,64.86879,65,
ColliOrientali,44,11,Merlot,6/13/2015 12:00:00 AM,0,17.734781,928.45,100,45.81575,64.90489,65,
ColliOrientali,44,11,Merlot,6/14/2015 12:00:00 AM,0,15.039782,942.4327,100,46.50575,64.94364,65,
ColliOrientali,44,11,Merlot,6/15/2015 12:00:00 AM,0,15.359781,956.1088,100,47.18062,64.98155,65,
ColliOrientali,44,11,Merlot,6/16/2015 12:00:00 AM,0,15.189781,970.0496,100,47.868546,65.11698,65,
ColliOrientali,44,11,Merlot,6/17/2015 12:00:00 AM,0,14.3697815,984.36426,100,48.574924,65.34691,65,
ColliOrientali,44,11,Merlot,6/18/2015 12:00:00 AM,0,14.339783,998.3083,100,49.263012,65.570885,66,
ColliOrientali,44,11,Merlot,6/19/2015 12:00:00 AM,0,14.389782,1011.9847,100,49.937897,65.79056,66,
ColliOrientali,44,11,Merlot,6/20/2015 12:00:00 AM,0,12.669783,1026.1335,100,50.636093,66.017815,66,
ColliOrientali,44,11,Merlot,6/21/2015 12:00:00 AM,0,11.939783,1039.7625,100,51.30863,66.236725,66,
ColliOrientali,44,11,Merlot,6/22/2015 12:00:00 AM,0,13.359781,1053.5818,100,51.99057,66.458694,66,
ColliOrientali,44,11,Merlot,6/23/2015 12:00:00 AM,0,14.919783,1067.208,100,52.662975,66.67757,67,
ColliOrientali,44,11,Merlot,6/24/2015 12:00:00 AM,0,13.294783,1081.13,100,53.34997,66.901184,67,
ColliOrientali,44,11,Merlot,6/25/2015 12:00:00 AM,0,13.659782,1094.5057,100,54.01002,67.11603,67,
ColliOrientali,44,11,Merlot,6/26/2015 12:00:00 AM,0,14.974783,1107.641,100,54.6582,67.32701,67,
ColliOrientali,44,11,Merlot,6/27/2015 12:00:00 AM,0,16.329782,1120.6772,100,55.301495,67.5364,68,
ColliOrientali,44,11,Merlot,6/28/2015 12:00:00 AM,0,16.384783,1133.7448,100,55.946327,67.74629,68,
ColliOrientali,44,11,Merlot,6/29/2015 12:00:00 AM,0,16.31978,1147.2075,100,56.61067,67.96254,68,
ColliOrientali,44,11,Merlot,6/30/2015 12:00:00 AM,0,16.899782,1160.09,100,57.24637,68.28724,68,
ColliOrientali,44,11,Merlot,7/1/2015 12:00:00 AM,0,17.40978,1172.2769,100,57.84775,68.61904,69,
ColliOrientali,44,11,Merlot,7/2/2015 12:00:00 AM,0,19.04978,1183.7075,100,58.41181,68.93025,69,
ColliOrientali,44,11,Merlot,7/3/2015 12:00:00 AM,0,19.604782,1194.6683,100,58.952694,69.228676,69,
ColliOrientali,44,11,Merlot,7/4/2015 12:00:00 AM,0,19.374783,1205.849,100,59.50442,69.53308,70,
ColliOrientali,44,11,Merlot,7/5/2015 12:00:00 AM,0,21.21478,1215.6542,100,59.988274,69.80003,70,
ColliOrientali,44,11,Merlot,7/6/2015 12:00:00 AM,0,21.254782,1225.5145,100,60.474842,70.0685,70,
ColliOrientali,44,11,Merlot,7/7/2015 12:00:00 AM,0,21.694782,1234.8943,100,60.937702,70.32387,70,
ColliOrientali,44,11,Merlot,7/8/2015 12:00:00 AM,0,21.419783,1244.6101,100,61.417145,70.588394,71,
ColliOrientali,44,11,Merlot,7/9/2015 12:00:00 AM,0,17.939783,1257.7117,100,62.06366,70.9451,71,
ColliOrientali,44,11,Merlot,7/10/2015 12:00:00 AM,0,16.634783,1270.8784,100,62.71339,71.30358,71,
ColliOrientali,44,11,Merlot,7/11/2015 12:00:00 AM,0,16.334782,1283.2273,100,63.322765,71.63979,72,
ColliOrientali,44,11,Merlot,7/12/2015 12:00:00 AM,0,19.54478,1294.3624,100,63.87225,71.942955,72,
ColliOrientali,44,11,Merlot,7/13/2015 12:00:00 AM,0,20.114782,1305.4617,100,64.41995,72.24515,72,
ColliOrientali,44,11,Merlot,7/14/2015 12:00:00 AM,0,19.544783,1316.8452,100,64.98169,72.55508,73,
ColliOrientali,44,11,Merlot,7/15/2015 12:00:00 AM,0,21.029781,1327.0305,100,65.48431,72.83238,73,
ColliOrientali,44,11,Merlot,7/16/2015 12:00:00 AM,0,21.584784,1336.461,100,65.94967,73.08914,73,
ColliOrientali,44,11,Merlot,7/17/2015 12:00:00 AM,0,21.904781,1345.3005,100,66.385864,73.32981,73,
ColliOrientali,44,11,Merlot,7/18/2015 12:00:00 AM,0,21.679783,1354.2443,100,66.82721,73.57331,74,
ColliOrientali,44,11,Merlot,7/19/2015 12:00:00 AM,0,22.08978,1362.9937,100,67.25896,73.81152,74,
ColliOrientali,44,11,Merlot,7/20/2015 12:00:00 AM,0,22.419783,1371.374,100,67.6725,74.039696,74,
ColliOrientali,44,11,Merlot,7/21/2015 12:00:00 AM,0,22.839783,1379.4633,100,68.07168,74.25993,74,
ColliOrientali,44,11,Merlot,7/22/2015 12:00:00 AM,0,23.169783,1387.2614,100,68.45648,74.472244,74,
ColliOrientali,44,11,Merlot,7/23/2015 12:00:00 AM,0,23.169783,1395.0667,100,68.841644,74.68475,75,
ColliOrientali,44,11,Merlot,7/24/2015 12:00:00 AM,0,21.054781,1405.2418,100,69.34376,74.96178,75,
ColliOrientali,44,11,Merlot,7/25/2015 12:00:00 AM,0,19.704782,1416.738,100,69.91106,75.27478,75,
ColliOrientali,44,11,Merlot,7/26/2015 12:00:00 AM,0,18.099783,1429.6685,100,70.549126,75.62682,76,
ColliOrientali,44,11,Merlot,7/27/2015 12:00:00 AM,0,19.294783,1441.4146,100,71.12875,75.946625,76,
ColliOrientali,44,11,Merlot,7/28/2015 12:00:00 AM,0,19.304781,1453.4146,100,71.72091,76.27334,76,
ColliOrientali,44,11,Merlot,7/29/2015 12:00:00 AM,0,18.919783,1465.3756,100,72.31114,76.59899,77,
ColliOrientali,44,11,Merlot,7/30/2015 12:00:00 AM,0,17.559782,1478.7704,100,72.97213,76.963684,77,
ColliOrientali,44,11,Merlot,7/31/2015 12:00:00 AM,0,15.239782,1492.793,100,73.6641,77.34546,77,
ColliOrientali,44,11,Merlot,8/1/2015 12:00:00 AM,0,15.484781,1506.2601,100,74.32865,77.71212,78,
ColliOrientali,44,11,Merlot,8/2/2015 12:00:00 AM,0,16.699781,1519.5159,100,74.98278,78.07302,78,
ColliOrientali,44,11,Merlot,8/3/2015 12:00:00 AM,0,18.239782,1531.4019,100,75.56931,78.39663,78,
ColliOrientali,44,11,Merlot,8/4/2015 12:00:00 AM,0,19.944784,1542.1356,100,76.09898,78.68887,79,
ColliOrientali,44,11,Merlot,8/5/2015 12:00:00 AM,0,21.33978,1551.5983,100,76.56593,78.9465,79,
ColliOrientali,44,11,Merlot,8/6/2015 12:00:00 AM,0,20.959784,1561.0481,100,77.03225,79.20378,79,
ColliOrientali,44,11,Merlot,8/7/2015 12:00:00 AM,0,20.459782,1570.8324,100,77.51507,79.47018,79,
ColliOrientali,44,11,Merlot,8/8/2015 12:00:00 AM,0,21.974781,1579.7284,100,77.954056,79.71238,80,
ColliOrientali,44,11,Merlot,8/9/2015 12:00:00 AM,0,21.064781,1589.0006,100,78.411606,79.96482,80,
ColliOrientali,44,11,Merlot,8/10/2015 12:00:00 AM,0,19.029783,1600.2755,100,78.96798,80.2718,80,81
ColliOrientali,44,11,Merlot,8/11/2015 12:00:00 AM,0,19.459782,1610.9718,100,79.49581,80.56302,81,
ColliOrientali,44,11,Merlot,8/12/2015 12:00:00 AM,0,20.97978,1620.2094,100,79.95165,80.81452,81,
ColliOrientali,44,11,Merlot,8/13/2015 12:00:00 AM,0,20.989782,1629.471,100,80.408676,81.063705,81,
ColliOrientali,44,11,Merlot,8/14/2015 12:00:00 AM,0,21.174782,1638.7198,100,80.86508,81.30431,81,
ColliOrientali,44,11,Merlot,8/15/2015 12:00:00 AM,0,18.769781,1650.607,100,81.451675,81.613556,82,
ColliOrientali,44,11,Merlot,8/16/2015 12:00:00 AM,0,15.969782,1664.8472,100,82.15437,81.984,82,
ColliOrientali,44,11,Merlot,8/17/2015 12:00:00 AM,0,16.439781,1678.3492,100,82.82065,82.33525,82,
ColliOrientali,44,11,Merlot,8/18/2015 12:00:00 AM,0,16.459784,1691.7003,100,83.47948,82.68257,83,
ColliOrientali,44,11,Merlot,8/19/2015 12:00:00 AM,0,13.894781,1706.0973,100,84.18992,83.0571,83,
ColliOrientali,44,11,Merlot,8/20/2015 12:00:00 AM,0,15.419783,1719.5608,100,84.854294,83.40735,83,
ColliOrientali,44,11,Merlot,8/21/2015 12:00:00 AM,0,14.124781,1733.6327,100,85.54869,83.77342,84,
